Date,Volume,Volume Weight,Open,Close,High,Low,Transactions
2022-08-12,23989.915338160943,24006.3086,23944.85,24415.17,24472.4,23600.0,762987
2022-08-13,20171.38937895691,24555.2654,24417.16,24456.49,24900.0,24284.0,646976
2022-08-14,28057.32196204135,24625.4829,24458.21,24316.71,25068.0,24143.0,741938
2022-08-15,40741.610531210856,24304.1029,24303.0,24097.82,25214.57,23758.0,876256
2022-08-16,26445.22246671494,23938.33,24099.74,23857.93,24253.98,23668.0,696427
2022-08-17,33405.86385950885,23677.2486,23857.89,23332.48537268,24448.49,23170.0,656926
2022-08-18,18757.050459346887,23396.6364,23344.42,23189.46,23600.0,23106.4,571747
2022-08-19,62193.042648475755,21666.3946,23194.0,20834.94,23206.76,20782.39,1095281
2022-08-20,26079.33317980577,21134.6514,20834.94,21138.57,21372.93,20760.93,750245
2022-08-21,20907.897588327094,21398.5011,21139.23,21518.62,21812.8,21062.9,676678
2022-08-22,32411.064235554677,21230.8859,21514.45,21398.25,21540.0,20889.69,740149
2022-08-23,30321.75025845555,21407.0072,21396.0,21528.34,21685.0,20889.69,744893
2022-08-24,30281.23073687432,21498.5073,21526.22,21367.12,21930.0,21147.41,704616
2022-08-25,22171.58143214728,21612.4661,21367.13,21561.86,21818.32,21307.32,727957
2022-08-26,54211.59889117588,21104.509,21561.49,20240.68,21878.05,20097.5,982670
2022-08-27,26784.979102375975,20094.5327,20241.9,20036.69,20389.14,19773.0,716936
2022-08-28,22189.900010854035,19917.3297,20035.27,19554.03,20169.0,19513.74,601597
2022-08-29,40910.23024039704,19999.9516,19539.8,20286.14,20427.19,19539.7,927061
2022-08-30,55793.22166141755,20068.8123,20290.6,19813.17,20589.0,19540.14,1153956
2022-08-31,45240.025193771566,20200.0503,19814.2,20048.26,20495.0,19799.97,1081215
2022-09-01,32625.501685520398,19933.1535,20049.4,20133.65,20212.0,19560.0,696204
2022-09-02,29820.285862425313,20111.3669,20132.67,19953.74,20444.0,19755.0,642804
2022-09-03,12594.787203105276,19831.3887,19953.4,19835.46,20063.72915111,19646.41290961,444025
2022-09-04,14021.345657516164,19818.403,19833.58,20004.73,20039.0,19588.27,440918
2022-09-05,18599.609041137515,19795.9191,20003.85,19794.58,20060.0,19633.11,481455
2022-09-06,53925.97640434936,19478.2965,19794.59,18794.0,20183.0,18663.25,849723
2022-09-07,35700.95578661075,18920.1137,18794.0,19293.52,19466.09,18527.0,732654
2022-09-08,31333.299980238804,19231.4317,19286.0,19321.08,19460.7,19014.43,643583
2022-09-09,58180.48742293151,20807.0237,19322.56,21365.82,21616.21,19294.49,902520
2022-09-10,25351.099253388096,21433.9147,21366.61,21651.52,21815.15,21121.6,564723
2022-09-11,18578.621720365518,21617.1121,21656.03,21831.72,21865.66,21356.37,460269
2022-09-12,40483.619755074884,22145.3945,21829.33,22402.71,22490.05,21553.0,729544
2022-09-13,62560.72443481537,21395.1346,22405.74,20174.78,22800.0,19855.0,887884
2022-09-14,37559.95198951781,20178.0114,20168.55,20227.73,20545.0,19619.5,625292
2022-09-15,28481.94005209198,19961.4773,20227.71,19703.67,20336.42,19500.0,599837
2022-09-16,35474.04630341167,19664.7413,19703.65,19801.04,19894.0,19305.0,639142
2022-09-17,27113.735882323323,19973.3315,19800.26,20113.37,20212.0,19748.89,462778
2022-09-18,21326.45255020764,19719.3589,20114.1,19417.64,20125.0,19335.57,515176
2022-09-19,48101.94248123538,18959.4793,19417.64,19540.37,19694.0,18223.9,767019
2022-09-20,40600.32618197552,19142.4336,19538.28,18876.91,19638.46,18722.0,629848
2022-09-21,70161.8312622378,19044.9228,18875.84,18465.08,19981.0,18138.4,1014063
2022-09-22,72678.63949156193,19024.3399,18473.0,19401.24,19524.0,18358.63,886494
2022-09-23,49451.25616663742,18973.1443,19399.93,19286.01,19512.0,18529.0,810791
2022-09-24,20558.623212007056,19071.7201,19283.44,18923.19,19315.0,18805.1,512961
2022-09-25,20443.305521672388,18923.948,18928.2,18808.61,19188.0,18619.88,456555
2022-09-26,80865.82547690676,18986.0343,18806.29,19228.0,19333.0,18681.02,814588
2022-09-27,75960.75194689253,19793.162,19226.94,19077.57,20385.0,18821.55,1083233
2022-09-28,69909.07734980545,19089.146,19079.28,19400.0,19791.0,18478.0,974212
2022-09-29,48467.63392656017,19335.2776,19413.24,19594.94,19652.0,18845.3,808463
2022-09-30,54274.684385108456,19569.5525,19589.0,19425.2,20182.72,19150.0,806953
2022-10-01,9955.794284708096,19320.6131,19425.1,19315.27,19486.43,19157.0,562546
2022-10-02,17912.489316386836,19159.7899,19315.26,19059.17,19398.94,18923.81,648257
2022-10-03,42972.58484034276,19324.9944,19059.71,19633.46,19717.67,18958.29,1046707
2022-10-04,1.05736976,20027.3151,20022.0,20020.03,20030.7,20020.03,26
2022-10-05,44386.93031678732,20087.8687,20345.27,20161.62,20371.15,19750.0,1050330
2022-10-06,54016.911128778294,20131.4994,20162.15,19965.64,20455.79,19855.19,1037914
2022-10-07,46295.22191809179,19734.068,19955.8,19532.92,20065.26,19325.0,954546
2022-10-08,12309.657140735864,19472.0645,19531.08,19419.6,19628.78,19249.7,474937
2022-10-09,14566.224537181866,19454.272,19420.0,19443.5,19563.28,19321.0,437375
2022-10-10,33911.30200686559,19295.7158,19442.7,19132.83,19528.04,19000.0,651222
2022-10-11,48590.42502159165,19058.8682,19130.33,19058.11,19265.69,18855.19,808252
2022-10-12,30512.659580795294,19108.209,19058.9,19155.92,19240.3,18937.3,693387
2022-10-13,63659.662775893754,18821.2503,19152.64,19378.65,19515.0,18131.0,1002965
2022-10-14,53778.06397867919,19540.2622,19375.12,19178.0,19954.14,19076.83,915928
2022-10-15,11312.20236046251,19130.2286,19179.15,19069.6,19229.12,18983.0,452954
2022-10-16,10631.695408032982,19209.1084,19073.0,19267.0,19428.0,19065.23,390301
2022-10-17,28888.903071260243,19458.9971,19261.61,19550.39,19684.0,19154.72,563302
2022-10-18,32977.942699991145,19455.8235,19557.0,19328.75,19709.0,19091.77,747026
2022-10-19,25311.97873995705,19199.5499,19328.75,19124.18,19361.0,19062.1,654011
2022-10-20,32543.698537292294,19122.6952,19123.77,19042.48,19355.0,18900.0,781580
2022-10-21,28751.434896070627,19031.3566,19055.0,19166.45,19260.0,18657.1,698171
2022-10-22,6564.157248310594,19184.5031,19153.68,19209.1,19257.66,19110.46,324296
2022-10-23,15738.88827005383,19414.2428,19209.09,19572.43,19707.0,19070.92,447185
2022-10-24,33609.85166309256,19357.8582,19572.2,19330.44,19615.0,19158.2,685927
2022-10-25,49195.40491640467,19866.5708,19330.6,20086.28,20420.88,19230.4,833272
2022-10-26,52414.30950505081,20610.815,20086.27,20790.0,21022.81,20055.85,953799
2022-10-27,40947.89798275838,20590.9387,20775.39,20296.97,20892.0,20150.1,895412
2022-10-28,35716.323969619756,20382.4743,20295.77,20597.91,20767.0,20000.0,764455
2022-10-29,23705.707172260172,20820.293,20596.52,20823.53,21091.0,20561.2,689350
2022-10-30,16424.986854249153,20719.8483,20821.41,20630.68,20950.0,20523.92,480457
2022-10-31,27078.632484946458,20501.8704,20629.21,20489.93,20860.0,20237.0,547575
2022-11-01,24553.02729597988,20484.3369,20489.55,20486.5,20699.0,20326.55,596301
2022-11-02,50416.47411631788,20428.9086,20480.34,20151.4,20864.3,20059.53,718979
2022-11-03,30945.07274704786,20240.8829,20151.29,20206.88,20404.0,20032.02,678313
2022-11-04,50316.20627173256,20820.2206,20208.89,21149.04,21333.3,20181.61,838254
2022-11-05,17228.563453356503,21333.3738,21149.03,21300.45,21478.8,21082.54,452139
2022-11-06,13633.06026994448,21190.412,21300.45,20909.17,21378.0,20886.26,387050
2022-11-07,30142.28077584499,20748.6829,20908.98,20592.94,21083.0,20394.34,560433
